offspring_id,stream_off,year_off,origin_off,sex_off,date_off,DOY_off,length_off,distance_mouth_off,intertidal_off,distance_tide_off,otolith_mark_present_off,otolith_mark_id_off,silly_off,fish_id_off,sample_off,dna_tray_code_off,dna_tray_well_code_off,stream_trib_off,spawning_state_off,pre_spawn_off,partial_spawn_off,preyed_upon_off,riverdist_seg_off,riverdist_vert_off,riverdist_snapdist_off,latitude_off,longitude_off,high_tide_off,mating_id,parent_id_sire,parent_id_dam,stream_sire,stream_dam,year_sire,year_dam,origin_sire,origin_dam,sex_sire,sex_dam,date_sire,date_dam,DOY_sire,DOY_dam,length_sire,length_dam,distance_mouth_sire,distance_mouth_dam,intertidal_sire,intertidal_dam,distance_tide_sire,distance_tide_dam,otolith_mark_present_sire,otolith_mark_present_dam,otolith_mark_id_sire,otolith_mark_id_dam,silly_sire,silly_dam,fish_id_sire,fish_id_dam,sample_sire,sample_dam,dna_tray_code_sire,dna_tray_code_dam,dna_tray_well_code_sire,dna_tray_well_code_dam,stream_trib_sire,stream_trib_dam,spawning_state_sire,spawning_state_dam,pre_spawn_sire,pre_spawn_dam,partial_spawn_sire,partial_spawn_dam,preyed_upon_sire,preyed_upon_dam,riverdist_seg_sire,riverdist_seg_dam,riverdist_vert_sire,riverdist_vert_dam,riverdist_snapdist_sire,riverdist_snapdist_dam,latitude_sire,latitude_dam,longitude_sire,longitude_dam,high_tide_sire,high_tide_dam,cross_type
PE16_00021,Erb,2016,Natural,Female,2016-08-16,229,436,0,Intertidal,-198.43027903187576,NO,NA,PERB16,21,0000014303_21,0000014303,21,Erb C,Grey Gill,FALSE,FALSE,FALSE,1,897,84.33472957953616,60.3785061123667,-148.148738394551,198.43027903187576,PE14_00355_PE14_00686,PE14_00686,PE14_00355,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-24,2014-08-20,236,232,376,414,0,196.4302790318247,Intertidal,Intertidal,-198.43027903187576,-2.0000000000510454,NO,NO,NA,NA,PERB14,PERB14,686,355,1400000902_36,1400000892_8,1400000902,1400000892,36,8,Erb C,Erb C,Grey Gill,Unknown,NA,NA,NA,NA,NA,NA,1,1,897,699,40.45382217225213,1.0473061929218708,60.377561714816494,60.3769763462356,-148.14872953919502,-148.151939034775,198.43027903187576,198.43027903187576,NN
PE16_00033,Erb,2016,Natural,Male,2016-08-16,229,462,0,Intertidal,-198.43027903187576,NO,NA,PERB16,33,0000014303_33,0000014303,33,Erb C,Grey Gill,FALSE,FALSE,FALSE,1,897,84.33472957953616,60.3785061123667,-148.148738394551,198.43027903187576,PE14_00838_PE14_00491,PE14_00491,PE14_00838,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-21,2014-08-26,233,238,455,452,115.85867032172088,124.85867032167982,Intertidal,Intertidal,-82.57160871015492,-73.57160871019596,NO,NO,NA,NA,PERB14,PERB14,491,838,1400000895_33,1400000907_44,1400000895,1400000907,33,44,Erb C,Erb C,Rotting,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,781,772,1.8946537407199584,0.4562475236311191,60.3770556127354,60.37700665460449,-148.15074623088998,-148.15088876220898,198.43027903187576,198.43027903187576,NN
PE16_00090,Erb,2016,Natural,Female,2016-08-20,233,420,117.8586703216431,Intertidal,-80.57160871023268,NO,NA,PERB16,90,0000014335_42,0000014335,42,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,779,3.743090819496385,60.377079079384,-148.150843466068,198.43027903187576,PE14_00099_PE14_00287,PE14_00287,PE14_00099,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-18,2014-08-14,230,226,439,NA,78.85867032151077,64.85867032169051,Intertidal,Intertidal,-119.571608710365,-133.57160871018527,NO,NO,NA,NA,PERB14,PERB14,287,99,1400000889_36,1400000885_30,1400000889,1400000885,36,30,Erb C,Erb C,Grey Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,1,818,832,12.650034173462997,46.02302337717146,60.3773814012013,60.37768358772951,-148.150458635201,-148.15070286334202,198.43027903187576,198.43027903187576,NN
PE16_00142,Erb,2016,Natural,Male,2016-08-24,237,484,0,Intertidal,-198.43027903187576,NO,NA,PERB16,142,0000014372_46,0000014372,46,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,897,11.027047460863956,60.377837,-148.149095,198.43027903187576,PE14_00254_PE14_00494,PE14_00494,PE14_00254,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-21,2014-08-18,233,230,NA,424,115.85867032172088,78.85867032151077,Intertidal,Intertidal,-82.57160871015492,-119.571608710365,NO,NO,NA,NA,PERB14,PERB14,494,254,1400000895_36,1400000889_3,1400000895,1400000889,36,3,Erb C,Erb C,Rotting,Alive,NA,NA,NA,NA,NA,NA,1,1,781,818,1.8946537407199584,12.650034173462997,60.3770556127354,60.3773814012013,-148.15074623088998,-148.150458635201,198.43027903187576,198.43027903187576,NN
PE16_00173,Erb,2016,Natural,Female,2016-08-26,239,397,286.4153228372892,Upstream,87.9850438054134,NO,NA,PERB16,173,0000014401_29,0000014401,29,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,608,0.574132489690297,60.3767773121469,-148.153371146121,198.43027903187576,PE14_00829_PE14_00270,PE14_00270,PE14_00829,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-18,2014-08-26,230,238,455,416,78.85867032151077,124.85867032167982,Intertidal,Intertidal,-119.571608710365,-73.57160871019596,NO,NO,NA,NA,PERB14,PERB14,270,829,1400000889_19,1400000907_35,1400000889,1400000907,19,35,Erb C,Erb C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,818,772,12.650034173462997,0.4562475236311191,60.3773814012013,60.37700665460449,-148.150458635201,-148.15088876220898,198.43027903187576,198.43027903187576,NN
PE16_00174,Erb,2016,Natural,Female,2016-08-26,239,414,286.4153228372892,Upstream,87.9850438054134,NO,NA,PERB16,174,0000014401_30,0000014401,30,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,608,0.574132489690297,60.3767773121469,-148.153371146121,198.43027903187576,PE14_01284_PE14_00371,PE14_00371,PE14_01284,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-21,2014-08-31,233,243,455,434,115.85867032172088,173.90945332671402,Intertidal,Intertidal,-82.57160871015492,-24.52082570516177,NO,NO,NA,NA,PERB14,PERB14,371,1284,1400000893_9,1400000925_36,1400000893,1400000925,9,36,Erb C,Erb C,Pink Gill,Alive,NA,NA,NA,NA,NA,NA,1,1,781,722,1.8946537407199584,6.619457614228602,60.3770556127354,60.3768036893302,-148.15074623088998,-148.15166639956198,198.43027903187576,198.43027903187576,NN
PE16_00186,Erb,2016,Natural,Female,2016-08-26,239,400,286.4153228372892,Upstream,87.9850438054134,NO,NA,PERB16,186,0000014401_42,0000014401,42,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,608,0.574132489690297,60.3767773121469,-148.153371146121,198.43027903187576,PE14_00829_PE14_00302,PE14_00302,PE14_00829,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-20,2014-08-26,232,238,393,416,310.41532283729623,124.85867032167982,Upstream,Intertidal,111.98504380542045,-73.57160871019596,NO,NO,NA,NA,PERB14,PERB14,302,829,1400000891_3,1400000907_35,1400000891,1400000907,3,35,Erb C,Erb C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,584,772,12.686867701641756,0.4562475236311191,60.3767710895574,60.37700665460449,-148.153864014432,-148.15088876220898,198.43027903187576,198.43027903187576,NN
PE16_00192,Erb,2016,Natural,Female,2016-08-26,239,416,286.4153228372892,Upstream,87.9850438054134,NO,NA,PERB16,192,0000014401_48,0000014401,48,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,608,0.574132489690297,60.3767773121469,-148.153371146121,198.43027903187576,PE14_00354_PE14_00465,PE14_00465,PE14_00354,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-21,2014-08-20,233,232,392,NA,115.85867032172088,196.4302790318247,Intertidal,Intertidal,-82.57160871015492,-2.0000000000510454,NO,NO,NA,NA,PERB14,PERB14,465,354,1400000895_7,1400000892_7,1400000895,1400000892,7,7,Erb C,Erb C,Rotting,Grey Gill,NA,NA,NA,NA,NA,NA,1,1,781,699,1.8946537407199584,1.0473061929218708,60.3770556127354,60.3769763462356,-148.15074623088998,-148.151939034775,198.43027903187576,198.43027903187576,NN
PE16_00193,Erb,2016,Natural,Male,2016-08-30,243,495,0,Intertidal,-198.43027903187576,NO,NA,PERB16,193,0000014447_1,0000014447,1,Erb C,Grey Gill,FALSE,TRUE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_01663_PE14_01215,PE14_01215,PE14_01663,Erb,Erb,2014,2014,Hatchery,Natural,Male,Female,2014-08-31,2014-09-04,243,247,395,425,76.85867032158865,83.85867032158808,Intertidal,Intertidal,-121.57160871028714,-114.5716087102877,YES,NO,WNH12PINKB,NA,PERB14,PERB14,1215,1663,1400000924_15,1400000943_45,1400000924,1400000943,15,45,Erb C,Erb C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,820,813,14.027225041850928,5.172092083089605,60.3774031858545,60.3772994422236,-148.15044980475102,-148.15043220856998,198.43027903187576,198.43027903187576,NH
PE16_00198,Erb,2016,Natural,Female,2016-08-30,243,465,0,Intertidal,-198.43027903187576,NO,NA,PERB16,198,0000014447_6,0000014447,6,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_00983_PE14_00596,PE14_00596,PE14_00983,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-23,2014-08-27,235,239,404,425,78.85867032151077,0,Intertidal,Intertidal,-119.571608710365,-198.43027903187576,NO,NO,NA,NA,PERB14,PERB14,596,983,1400000900_42,1400000913_11,1400000900,1400000913,42,11,Erb C,Erb C,Pink Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,1,818,897,7.926932248942419,39.524341642675125,60.377351591176094,60.3775486378716,-148.15039775793298,-148.148778066435,198.43027903187576,198.43027903187576,NN
PE16_00199,Erb,2016,Natural,Female,2016-08-30,243,421,0,Intertidal,-198.43027903187576,NO,NA,PERB16,199,0000014447_7,0000014447,7,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_01317_PE14_01677,PE14_01677,PE14_01317,Erb,Erb,2014,2014,Hatchery,Hatchery,Male,Female,2014-09-04,2014-08-31,247,243,397,433,83.85867032158808,173.90945332671402,Intertidal,Intertidal,-114.5716087102877,-24.52082570516177,YES,YES,WNH12PINKB,WNH12PINKB,PERB14,PERB14,1677,1317,1400000944_11,1400000926_21,1400000944,1400000926,11,21,Erb C,Erb C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,813,722,5.172092083089605,6.619457614228602,60.3772994422236,60.3768036893302,-148.15043220856998,-148.15166639956198,198.43027903187576,198.43027903187576,HH
PE16_00203,Erb,2016,Natural,Female,2016-08-30,243,451,0,Intertidal,-198.43027903187576,NO,NA,PERB16,203,0000014447_11,0000014447,11,Erb C,Grey Gill,FALSE,FALSE,TRUE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_01139_PE14_01788,PE14_01788,PE14_01139,Erb,Erb,2014,2014,Hatchery,Hatchery,Male,Female,2014-09-06,2014-08-31,249,243,470,NA,119.85867032160252,14.85867032163992,Intertidal,Intertidal,-78.57160871027327,-183.57160871023584,YES,YES,AFK12B,AFK12B,PERB14,PERB14,1788,1139,1400000950_26,1400000922_35,1400000950,1400000922,26,35,Erb C,Erb C,Pink Gill,Unknown,NA,NA,NA,NA,NA,NA,1,1,777,882,1.6709728173347755,5.928559880988914,60.3770322420505,60.37766786179169,-148.150799489492,-148.14939962354202,198.43027903187576,198.43027903187576,HH
PE16_00204,Erb,2016,Natural,Female,2016-08-30,243,453,0,Intertidal,-198.43027903187576,NO,NA,PERB16,204,0000014447_12,0000014447,12,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_01626_PE14_01286,PE14_01286,PE14_01626,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-31,2014-09-04,243,247,419,417,173.90945332671402,83.85867032158808,Intertidal,Intertidal,-24.52082570516177,-114.5716087102877,NO,NO,NA,NA,PERB14,PERB14,1286,1626,1400000925_38,1400000943_8,1400000925,1400000943,38,8,Erb C,Erb C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,722,813,6.619457614228602,5.172092083089605,60.3768036893302,60.3772994422236,-148.15166639956198,-148.15043220856998,198.43027903187576,198.43027903187576,NN
PE16_00210,Erb,2016,Natural,Female,2016-08-30,243,415,0,Intertidal,-198.43027903187576,NO,NA,PERB16,210,0000014447_18,0000014447,18,Erb C,Grey Gill,FALSE,FALSE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_00436_PE14_00480,PE14_00480,PE14_00436,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-21,2014-08-21,233,233,414,403,115.85867032172088,115.85867032172088,Intertidal,Intertidal,-82.57160871015492,-82.57160871015492,NO,NO,NA,NA,PERB14,PERB14,480,436,1400000895_22,1400000894_26,1400000895,1400000894,22,26,Erb C,Erb C,Grey Gill,Rotting,NA,NA,NA,NA,NA,NA,1,1,781,781,1.8946537407199584,1.8946537407199584,60.3770556127354,60.3770556127354,-148.15074623088998,-148.15074623088998,198.43027903187576,198.43027903187576,NN
PE16_00216,Erb,2016,Natural,Male,2016-08-30,243,434,0,Intertidal,-198.43027903187576,NO,NA,PERB16,216,0000014447_24,0000014447,24,Erb C,Rotting,FALSE,FALSE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_00985_PE14_00607,PE14_00607,PE14_00985,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-24,2014-08-27,236,239,430,380,0,0,Intertidal,Intertidal,-198.43027903187576,-198.43027903187576,NO,NO,NA,NA,PERB14,PERB14,607,985,1400000901_5,1400000913_13,1400000901,1400000913,5,13,Erb C,Erb C,Pink Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,1,897,897,40.45382217225213,39.524341642675125,60.377561714816494,60.3775486378716,-148.14872953919502,-148.148778066435,198.43027903187576,198.43027903187576,NN
PE16_00226,Erb,2016,Natural,Male,2016-08-30,243,414,0,Intertidal,-198.43027903187576,NO,NA,PERB16,226,0000014447_34,0000014447,34,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_01583_PE14_00898,PE14_00898,PE14_01583,Erb,Erb,2014,2014,Hatchery,Natural,Male,Female,2014-08-27,2014-09-04,239,247,443,437,65.85867032167027,170.90945332668036,Intertidal,Intertidal,-132.5716087102055,-27.52082570519542,YES,NO,WNH12PINKB,NA,PERB14,PERB14,898,1583,1400000911_22,1400000942_13,1400000911,1400000942,22,13,Erb C,Erb C,Pink Gill,Alive,NA,NA,NA,NA,NA,NA,1,1,831,725,41.317912926157696,1.190350942361975,60.3776424543096,60.3768403456454,-148.150665438725,-148.151587187887,198.43027903187576,198.43027903187576,NH
PE16_00241,Erb,2016,Natural,Male,2016-09-01,245,386,117.8586703216431,Intertidal,-80.57160871023268,NO,NA,PERB16,241,0000016094_1,0000016094,1,Erb C,Pink Gill,FALSE,FALSE,TRUE,1,779,2.6454058065463175,60.37704,-148.150759,198.43027903187576,PE14_01650_PE14_01640,PE14_01640,PE14_01650,Erb,Erb,2014,2014,Natural,Hatchery,Male,Female,2014-09-04,2014-09-04,247,247,382,NA,83.85867032158808,83.85867032158808,Intertidal,Intertidal,-114.5716087102877,-114.5716087102877,NO,YES,NA,AFK12B,PERB14,PERB14,1640,1650,1400000943_22,1400000943_32,1400000943,1400000943,22,32,Erb C,Erb C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,813,813,5.172092083089605,5.172092083089605,60.3772994422236,60.3772994422236,-148.15043220856998,-148.15043220856998,198.43027903187576,198.43027903187576,HN
PE16_00248,Erb,2016,Natural,Female,2016-09-01,245,434,117.8586703216431,Intertidal,-80.57160871023268,NO,NA,PERB16,248,0000016094_8,0000016094,8,Erb C,Grey Gill,FALSE,FALSE,FALSE,1,779,2.6454058065463175,60.37704,-148.150759,198.43027903187576,PE14_00360_PE14_00334,PE14_00334,PE14_00360,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-20,2014-08-20,232,232,375,452,196.4302790318247,196.4302790318247,Intertidal,Intertidal,-2.0000000000510454,-2.0000000000510454,NO,NO,NA,NA,PERB14,PERB14,334,360,1400000891_35,1400000892_13,1400000891,1400000892,35,13,Erb C,Erb C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,699,699,1.0473061929218708,1.0473061929218708,60.3769763462356,60.3769763462356,-148.151939034775,-148.151939034775,198.43027903187576,198.43027903187576,NN
PE16_00256,Erb,2016,Natural,Female,2016-09-01,245,441,117.8586703216431,Intertidal,-80.57160871023268,NO,NA,PERB16,256,0000016094_16,0000016094,16,Erb C,Grey Gill,FALSE,FALSE,FALSE,1,779,2.6454058065463175,60.37704,-148.150759,198.43027903187576,PE14_01400_PE14_00896,PE14_00896,PE14_01400,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-27,2014-09-01,239,244,481,439,65.85867032167027,94.85867032168515,Intertidal,Intertidal,-132.5716087102055,-103.57160871019062,NO,NO,NA,NA,PERB14,PERB14,896,1400,1400000911_20,1400000928_8,1400000911,1400000928,20,8,Erb C,Erb C,Pink Gill,Alive,NA,NA,NA,NA,NA,NA,1,1,831,802,41.317912926157696,9.871663624714252,60.3776424543096,60.37725998415,-148.150665438725,-148.1506334875,198.43027903187576,198.43027903187576,NN
PE16_00263,Erb,2016,Natural,Female,2016-09-01,245,465,117.8586703216431,Intertidal,-80.57160871023268,NO,NA,PERB16,263,0000016094_23,0000016094,23,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,779,2.6454058065463175,60.37704,-148.150759,198.43027903187576,PE14_01143_PE14_01001,PE14_01001,PE14_01143,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-27,2014-08-31,239,243,455,414,0,14.85867032163992,Intertidal,Intertidal,-198.43027903187576,-183.57160871023584,NO,NO,NA,NA,PERB14,PERB14,1001,1143,1400000913_29,1400000922_39,1400000913,1400000922,29,39,Erb C,Erb C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,897,882,39.524341642675125,5.928559880988914,60.3775486378716,60.37766786179169,-148.148778066435,-148.14939962354202,198.43027903187576,198.43027903187576,NN
PE16_00274,Erb,2016,Natural,Male,2016-09-01,245,374,117.8586703216431,Intertidal,-80.57160871023268,NO,NA,PERB16,274,0000016094_34,0000016094,34,Erb C,Grey Gill,FALSE,FALSE,FALSE,1,779,2.6454058065463175,60.37704,-148.150759,198.43027903187576,PE14_00881_PE14_01061,PE14_01061,PE14_00881,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-28,2014-08-27,240,239,387,397,0,65.85867032167027,Intertidal,Intertidal,-198.43027903187576,-132.5716087102055,NO,NO,NA,NA,PERB14,PERB14,1061,881,1400000915_12,1400000911_5,1400000915,1400000911,12,5,Erb C,Erb C,Grey Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,1,897,831,167.15606045886216,41.317912926157696,60.379247471098,60.3776424543096,-148.14851708271803,-148.150665438725,198.43027903187576,198.43027903187576,NN
PE16_00277,Erb,2016,Natural,Female,2016-09-01,245,425,117.8586703216431,Intertidal,-80.57160871023268,NO,NA,PERB16,277,0000016094_37,0000016094,37,Erb C,Grey Gill,FALSE,FALSE,FALSE,1,779,2.6454058065463175,60.37704,-148.150759,198.43027903187576,PE14_00221_PE14_00377,PE14_00377,PE14_00221,Erb,Erb,2014,2014,Hatchery,Natural,Male,Female,2014-08-21,2014-08-17,233,229,420,NA,115.85867032172088,46.85867032159399,Intertidal,Intertidal,-82.57160871015492,-151.5716087102818,YES,NO,AFK12B,NA,PERB14,PERB14,377,221,1400000893_15,1400000888_18,1400000893,1400000888,15,18,Erb C,Erb C,Pink Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,1,781,850,1.8946537407199584,18.09630309032854,60.3770556127354,60.3773886965365,-148.15074623088998,-148.14965356544198,198.43027903187576,198.43027903187576,NH
PE16_00312,Erb,2016,Natural,Male,2016-09-05,249,456,0,Intertidal,-198.43027903187576,NO,NA,PERB16,312,0000016135_24,0000016135,24,Erb C,Pink Gill,FALSE,FALSE,TRUE,1,897,27.850755817200632,60.377977432990704,-148.14892426963803,198.43027903187576,PE14_01082_PE14_00601,PE14_00601,PE14_01082,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-23,2014-08-28,235,240,440,397,78.85867032151077,11.858670321559316,Intertidal,Intertidal,-119.571608710365,-186.57160871031647,NO,NO,NA,NA,PERB14,PERB14,601,1082,1400000900_47,1400000915_33,1400000900,1400000915,47,33,Erb C,Erb C,Grey Gill,Grey Gill,NA,NA,NA,NA,NA,NA,1,1,818,885,7.926932248942419,37.47748617610462,60.377351591176094,60.3774889658415,-148.15039775793298,-148.148951778328,198.43027903187576,198.43027903187576,NN
PE16_00318,Erb,2016,Natural,Male,2016-09-05,249,NA,0,Intertidal,-198.43027903187576,NO,NA,PERB16,318,0000016135_30,0000016135,30,Erb C,Pink Gill,FALSE,FALSE,TRUE,1,897,27.850755817200632,60.377977432990704,-148.14892426963803,198.43027903187576,PE14_01393_PE14_01640,PE14_01640,PE14_01393,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-09-04,2014-09-01,247,244,382,435,83.85867032158808,94.85867032168515,Intertidal,Intertidal,-114.5716087102877,-103.57160871019062,NO,NO,NA,NA,PERB14,PERB14,1640,1393,1400000943_22,1400000928_1,1400000943,1400000928,22,1,Erb C,Erb C,Pink Gill,Alive,NA,NA,NA,NA,NA,NA,1,1,813,802,5.172092083089605,9.871663624714252,60.3772994422236,60.37725998415,-148.15043220856998,-148.1506334875,198.43027903187576,198.43027903187576,NN
PE16_00329,Erb,2016,Natural,Male,2016-09-05,249,393,0,Intertidal,-198.43027903187576,NO,NA,PERB16,329,0000016135_41,0000016135,41,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,897,27.850755817200632,60.377977432990704,-148.14892426963803,198.43027903187576,PE14_00617_PE14_00711,PE14_00711,PE14_00617,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-24,2014-08-24,236,236,372,406,0,0,Intertidal,Intertidal,-198.43027903187576,-198.43027903187576,NO,NO,NA,NA,PERB14,PERB14,711,617,1400000903_13,1400000901_15,1400000903,1400000901,13,15,Erb C,Erb C,Rotting,Rotting,NA,NA,NA,NA,NA,NA,1,1,897,897,40.45382217225213,40.45382217225213,60.377561714816494,60.377561714816494,-148.14872953919502,-148.14872953919502,198.43027903187576,198.43027903187576,NN
PE16_00335,Erb,2016,Natural,Male,2016-09-05,249,381,0,Intertidal,-198.43027903187576,NO,NA,PERB16,335,0000016135_47,0000016135,47,Erb C,Grey Gill,FALSE,FALSE,FALSE,1,897,27.850755817200632,60.377977432990704,-148.14892426963803,198.43027903187576,PE14_01143_PE14_01012,PE14_01012,PE14_01143,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-28,2014-08-31,240,243,370,414,0,14.85867032163992,Intertidal,Intertidal,-198.43027903187576,-183.57160871023584,NO,NO,NA,NA,PERB14,PERB14,1012,1143,1400000914_11,1400000922_39,1400000914,1400000922,11,39,Erb C,Erb C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,897,882,167.15606045886216,5.928559880988914,60.379247471098,60.37766786179169,-148.14851708271803,-148.14939962354202,198.43027903187576,198.43027903187576,NN
PE16_00364,Erb,2016,Natural,Male,2016-09-08,252,NA,118.85867032162275,Intertidal,-79.57160871025303,NO,NA,PERB16,364,0000016162_28,0000016162,28,Erb C,Pink Gill,FALSE,FALSE,TRUE,1,778,7.978062117036502,60.3769986564829,-148.150705513744,198.43027903187576,PE14_01411_PE14_01858,PE14_01858,PE14_01411,Erb,Erb,2014,2014,Hatchery,Natural,Male,Female,2014-09-09,2014-09-01,252,244,450,445,168.90945332671254,94.85867032168515,Intertidal,Intertidal,-29.520825705163247,-103.57160871019062,YES,NO,WNH12PINKB,NA,PERB14,PERB14,1858,1411,1400000953_25,1400000928_19,1400000953,1400000928,25,19,Erb C,Erb C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,727,802,2.613268777277127,9.871663624714252,60.376818531830494,60.37725998415,-148.151551297523,-148.1506334875,198.43027903187576,198.43027903187576,NH
PE16_00374,Erb,2016,Natural,Female,2016-09-08,252,443,118.85867032162275,Intertidal,-79.57160871025303,NO,NA,PERB16,374,0000016162_38,0000016162,38,Erb C,Pink Gill,FALSE,FALSE,TRUE,1,778,7.978062117036502,60.3769986564829,-148.150705513744,198.43027903187576,PE14_01451_PE14_01500,PE14_01500,PE14_01451,Erb,Erb,2014,2014,Hatchery,Natural,Male,Female,2014-09-04,2014-09-01,247,244,434,452,170.90945332668036,163.1090317106756,Intertidal,Intertidal,-27.52082570519542,-35.32124732120019,YES,NO,AFK12B,NA,PERB14,PERB14,1500,1451,1400000940_26,1400000929_11,1400000940,1400000929,26,11,Erb C,Erb C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,725,733,1.190350942361975,3.603930541235568,60.3768403456454,60.376789990369694,-148.151587187887,-148.15146295310302,198.43027903187576,198.43027903187576,NH
PE16_00391,Erb,2016,Natural,Male,2016-08-30,243,459,0,Intertidal,-198.43027903187576,NO,NA,PERB16,391,0000014445_7,0000014445,7,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_01075_PE14_00587,PE14_00587,PE14_01075,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-23,2014-08-28,235,240,374,426,78.85867032151077,11.858670321559316,Intertidal,Intertidal,-119.571608710365,-186.57160871031647,NO,NO,NA,NA,PERB14,PERB14,587,1075,1400000900_33,1400000915_26,1400000900,1400000915,33,26,Erb C,Erb C,Grey Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,818,885,7.926932248942419,37.47748617610462,60.377351591176094,60.3774889658415,-148.15039775793298,-148.148951778328,198.43027903187576,198.43027903187576,NN
PE16_00403,Erb,2016,Natural,Female,2016-08-30,243,417,0,Intertidal,-198.43027903187576,NO,NA,PERB16,403,0000014445_19,0000014445,19,Erb C,Pink Gill,FALSE,FALSE,FALSE,1,897,126.99917201924592,60.37890595,-148.1498135,198.43027903187576,PE14_01190_PE14_00268,PE14_00268,PE14_01190,Erb,Erb,2014,2014,Natural,Natural,Male,Female,2014-08-18,2014-08-31,230,243,380,387,78.85867032151077,76.85867032158865,Intertidal,Intertidal,-119.571608710365,-121.57160871028714,NO,NO,NA,NA,PERB14,PERB14,268,1190,1400000889_17,1400000923_38,1400000889,1400000923,17,38,Erb C,Erb C,Pink Gill,Pink Gill,NA,NA,NA,NA,NA,NA,1,1,818,820,12.650034173462997,14.027225041850928,60.3773814012013,60.3774031858545,-148.150458635201,-148.15044980475102,198.43027903187576,198.43027903187576,NN
